USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
3295,1997,Male,"under $25,000",Single (no kids),Current K-12,Democrat,No,Yes,No,No,No,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Try first,Yes,Yes,No,No,Receiving,No,No,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,No,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
3296,1991,Male,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,Yes,Yes,Yes,No,Yes,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,,,Odd hours,Yes,Happy,Yes,No,Yes,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,Mysterious,Yes,,Tunes,People,No,Yes,Yes,,Yes,Demanding,,Mac,Yes,Cautious,,,No,,,,No,,Yes,Yes,Grrr people,Yes,Yes,No,No,,Yes,,No,,Yes,No,,Rent,Pessimist,Dad,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
3297,1981,Female,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Democrat,,No,No,Yes,No,No,Public,Yes,No,,,,,,,,,,,,,,No,Idealist,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,,Risk-friendly,,Yes!,No,Space,No,In-person,Yes,,,,,,,,,,,,Yes,No,No,No,Yes,Rent,Optimist,Mom,No,Yes,,,,,,,,,,,,,
3299,1977,Male,"over $150,000",Married (w/kids),Master's Degree,Democrat,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,Yes,No,Yes,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,No,Yes,Yes,Yes,No,TMI,Yes,No,Talk,Technology,No,No,Yes,Yes,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,No,No,No
3300,1970,Female,"$100,001 - $150,000",Single (w/kids),Master's Degree,Democrat,,,,,,,,,,,,,,,,,,,No,,,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,No,Me,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,Technology,No,No,Yes,Yes,,Supportive,Yes,PC,Yes,Cautious,No,Yes!,Yes,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Own,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,,Yes,No,No,No
3301,1998,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,,Yes,No,No,No,No,Public,No,No,Yes,No,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Own,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3303,1997,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Republican,No,Yes,No,No,No,No,Private,Yes,No,No,Yes,No,No,Yes,Art,Try first,Yes,No,No,No,Giving,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,No,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,No,,,,,,,,Tunes,People,No,Yes,Yes,No,No,Supportive,No,PC,No,Cautious,Yes,Yes!,Yes,Space,No,In-person,Yes,No,Yes,Yes,Yay people!,No,No,No,No,No,No,No,No,No,No,Yes,No,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3305,1953,Male,"over $150,000",Married (w/kids),Master's Degree,Democrat,,Yes,No,No,Yes,Yes,Public,No,No,No,No,Yes,Yes,No,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,,,,,Hot headed,Standard hours,No,Right,No,,Yes,No,A.M.,No,Start,Yes,Yes,Me,,,,,No,Mysterious,Yes,No,Talk,Technology,,No,Yes,No,Yes,,,PC,Yes,Risk-friendly,Yes,Umm...,No,Socialize,No,In-person,No,No,Yes,No,Grrr people,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,Yes
3306,1990,Male,"under $25,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Supportive,No,Mac,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,1995,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,Yes,No,No,No,No,Public,No,No,No,No,No,Yes,Yes,Science,Try first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,No,Hot headed,Odd hours,No,Right,No,Yes,No,No,P.M.,Yes,End,No,No,Me,No,Yes,Yes,No,Yes,Mysterious,No,No,Talk,Technology,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Risk-friendly,No,Umm...,No,Space,No,Online,No,Yes,No,Yes,Grrr people,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Rent,Pessimist,Mom,No,Yes,No,Yes,Nope,No,No,No,No,No,No,Yes,No,No,Yes
3308,1980,Female,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,Yes,Risk-friendly,Yes,Umm...,No,Socialize,No,In-person,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,
3309,1997,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Democrat,Yes,No,Yes,No,Yes,Yes,Public,No,No,Yes,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,No,No,Receiving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,Yes,A.M.,Yes,Start,No,Yes,Me,Yes,Yes,No,Yes,No,TMI,No,Yes,Tunes,People,No,Yes,Yes,No,No,Demanding,No,Mac,No,Cautious,Yes,Umm...,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No
3312,1989,Male,"over $150,000",Domestic Partners (no kids),Current Undergraduate,Republican,,,No,No,No,No,Public,No,Yes,No,No,Yes,Yes,No,Science,Study first,Yes,Yes,Yes,No,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Odd hours,Yes,Happy,Yes,No,Yes,Yes,A.M.,Yes,End,Yes,No,Circumstances,Yes,No,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
3314,NA,Female,,Single (no kids),,Democrat,No,No,No,No,Yes,Yes,Public,No,Yes,No,No,No,Yes,Yes,Art,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Talk,People,No,Yes,No,No,Yes,Supportive,No,Mac,No,Cautious,No,,No,,,Online,No,Yes,Yes,Yes,Yay people!,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
3315,1968,Female,,Married (w/kids),High School Diploma,Republican,,,,,,,,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,No,No,No,Yes,Giving,No,,,,,Hot headed,,No,Happy,Yes,No,No,Yes,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,No,TMI,,,,,,,,,,,,,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,No,,Yes,No,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
3316,1984,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,Yes,Idealist,No,No,Hot headed,Standard hours,No,Right,Yes,Yes,Yes,No,,Yes,Start,Yes,No,Me,Yes,Yes,No,No,No,TMI,Yes,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,No,Yes,Grrr people,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No
3318,1981,Male,"over $150,000",Married (w/kids),Master's Degree,Republican,,No,,Yes,Yes,Yes,Public,Yes,,,,,Yes,,Science,,Yes,Yes,Yes,Yes,Giving,No,No,Pragmatist,No,No,,,,Happy,,,Yes,Yes,,No,End,Yes,Yes,,,,No,Yes,,Mysterious,,Yes,,,,Yes,Yes,Yes,,,Yes,PC,No,Risk-friendly,No,,,,,In-person,No,,Yes,Yes,Yay people!,Yes,,,,,,Yes,,No,No,Yes,Yes,Own,Optimist,,No,No,Yes,Yes,,Yes,No,,No,Yes,Yes,,No,No,Yes
3319,1996,Male,,Single (no kids),Current K-12,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Mysterious,No,Yes,,,,No,No,Yes,Yes,Supportive,No,Mac,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,
3320,1972,Female,"over $150,000",Married (no kids),Bachelor's Degree,Republican,No,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,A.M.,Yes,Start,No,Yes,Circumstances,Yes,No,No,No,Yes,TMI,No,Yes,Tunes,Technology,Yes,Yes,No,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
3321,1992,Male,"under $25,000",Single (no kids),,Republican,,No,Yes,Yes,No,No,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,No,Yes,Yes,Giving,No,No,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,No,,,,,,,,,,,,,,No,Mysterious,No,No,,,No,,,Yes,,,,,Yes,Risk-friendly,No,Yes!,Yes,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Rent,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
3323,1981,Female,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Democrat,No,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,No,No,No,Giving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,Yes,Circumstances,No,Yes,Yes,Yes,Yes,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,No,No,Supportive,Yes,Mac,Yes,Cautious,Yes,Yes!,No,Socialize,No,Online,Yes,Yes,Yes,Yes,Yay people!,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Only-child,No,No,No
3324,1981,Female,"$25,001 - $50,000",Married (w/kids),Associate's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Happy,,Yes,Yes,,P.M.,Yes,End,No,No,,No,Yes,Yes,Yes,No,,No,,,,Yes,Yes,Yes,No,No,,,,Yes,Cautious,No,Yes!,No,Space,Yes,,,No,Yes,No,Grrr people,Yes,No,Yes,No,Yes,No,No,No,,No,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,,No,Yes,,Yes,No
3325,1948,Female,"$100,001 - $150,000",Married (no kids),Master's Degree,Democrat,,Yes,No,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,,Yes,,Yes,No,,,Yes,Cool headed,,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,No,Yes,No,Yes,No,TMI,Yes,Yes,,,Yes,No,Yes,No,Yes,Supportive,Yes,Mac,Yes,Cautious,Yes,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,,Yes,No
3327,1983,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,No,Yes,No,,Yes,No,Tunes,Technology,Yes,No,No,Yes,No,,,PC,No,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,No,Yes,Yes,Yay people!,No,Yes,No,No,No,,,,,,,,,,,,,,,,,No,No,Yes,Yes,No,Yes,,Yes,Yes
3328,1984,Male,"$100,001 - $150,000",Married (w/kids),,Republican,,No,No,Yes,Yes,Yes,Public,,Yes,No,,No,No,Yes,Science,,Yes,Yes,Yes,No,Receiving,No,No,,Yes,No,Hot headed,Odd hours,,Happy,No,,,,,,,,,,,,Yes,,Yes,TMI,,Yes,,,,No,Yes,Yes,No,Demanding,,PC,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,No,No,,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Rent,Optimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,,,Yes,Yes,,
3329,1979,Male,"$75,000 - $100,000",Married (w/kids),,Republican,,,,,,,,,,,No,No,,Yes,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,Yes,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Rent,,,,,,,,,,,,,,,,,
3330,1985,Female,"under $25,000",Married (no kids),High School Diploma,Republican,,Yes,No,Yes,Yes,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,,,,,Hot headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,,,,,,Yes,No,No,No,No,Mysterious,Yes,Yes,Tunes,Technology,No,,,,,,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,No,No,No,Yay people!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,1995,Female,,Single (no kids),Current K-12,Republican,,No,No,No,No,No,Private,Yes,No,No,Yes,Yes,No,Yes,Art,Study first,No,No,No,Yes,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,No,No,No,P.M.,,,,,,,,,,,,,,,,,,Yes,,No,Supportive,No,PC,No,Cautious,No,Yes!,Yes,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,,,,,,Yes,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,No,No,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
3332,1996,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,,,,,No,No,Public,,,,,,,,,,,Yes,,,,,,,,,Cool headed,Standard hours,,,Yes,No,No,Yes,A.M.,No,Start,No,Yes,Me,No,Yes,Yes,No,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Risk-friendly,No,Yes!,Yes,Socialize,No,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Own,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes
3333,1993,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,Yes,Yes,,,No,No,Public,Yes,Yes,Yes,Yes,No,Yes,Yes,Art,Study first,No,Yes,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,No,No,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Check!,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
3336,1953,Male,"over $150,000",Married (no kids),,Democrat,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,
3337,1987,Female,"$25,001 - $50,000",Single (w/kids),High School Diploma,Republican,,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,,End,,No,Me,,,,,No,Mysterious,No,No,Talk,People,No,Yes,No,Yes,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No
3338,1995,Male,"over $150,000",Single (no kids),Current Undergraduate,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,No,No,Mysterious,No,No,,Technology,,,,,,,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,Yes,
3339,1949,Male,"$100,001 - $150,000",Married (no kids),,Democrat,,Yes,No,Yes,No,No,Private,No,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,,No,Happy,No,Yes,No,No,A.M.,No,Start,Yes,No,Me,Yes,No,No,Yes,No,Mysterious,Yes,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,,No,,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No
3340,1962,Male,"over $150,000",Married (no kids),Master's Degree,Democrat,Yes,No,No,Yes,Yes,No,Public,No,No,No,No,Yes,No,Yes,Science,Try first,Yes,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,No,Right,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,Yes,Yes,Talk,People,No,No,Yes,No,No,Supportive,Yes,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
3341,1977,Male,"over $150,000",Married (w/kids),Doctoral Degree,Democrat,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Art,Study first,No,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,Yes,Yes,No,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
3342,NA,Female,"$25,001 - $50,000",Single (no kids),,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,,,,,,,,,Yes,No,No,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,
3344,1990,Female,,Single (no kids),Bachelor's Degree,Republican,,Yes,,No,No,Yes,Public,,Yes,No,Yes,Yes,No,No,,,,,,,,Yes,Yes,,,,Cool headed,Odd hours,,Happy,,No,No,,,,,,No,,Yes,No,,,,,No,,,,No,Yes,,,,,Yes,Mac,,,,,,,,,,,,Yes,Yay people!,,No,,Yes,Yes,Yes,,,,No,Yes,,,,,No,,Yes,Yes,,,,No,,,No,Only-child,,,No
3345,1988,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Demanding,Yes,PC,Yes,Risk-friendly,No,Umm...,Yes,Space,No,In-person,No,No,Yes,No,Grrr people,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
3346,1987,Female,"under $25,000",Single (w/kids),Current Undergraduate,Democrat,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,No,TMI,Yes,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Rent,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes
3348,1972,Male,"$50,000 - $74,999",Married (w/kids),Associate's Degree,Republican,No,No,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,No,Yes,Giving,No,Yes,Idealist,Yes,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,No,Yes,Mysterious,Yes,No,Talk,Technology,No,Yes,No,No,Yes,Demanding,Yes,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Own,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
3349,1987,Male,"$25,001 - $50,000",Single (no kids),Master's Degree,Democrat,,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Idealist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,A.M.,No,Start,No,Yes,Circumstances,No,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
3350,NA,Male,"over $150,000",Single (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
